"dataset","method","case_id","fault","w1_false_alarm","first_alarm_window"
"RE1-SS","Isolation Forest","RE1-SS_carts_delay_3","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_delay_4","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_delay_5","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_disk_1","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_disk_2","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_disk_3","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_disk_4","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_disk_5","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_mem_1","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_mem_2","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_mem_3","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_mem_4","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_carts_mem_5","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_cpu_1","cpu",FALSE,"W3"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_cpu_2","cpu",FALSE,NA
"RE1-SS","Isolation Forest","RE1-SS_catalogue_cpu_3","cpu",FALSE,NA
"RE1-SS","Isolation Forest","RE1-SS_catalogue_cpu_4","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_cpu_5","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_1","delay",FALSE,NA
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_2","delay",FALSE,NA
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_3","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_4","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_5","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_1","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_2","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_3","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_4","disk",FALSE,NA
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_5","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_1","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_2","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_3","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_4","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_5","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_1","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_2","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_3","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_4","cpu",FALSE,"W3"
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_5","cpu",FALSE,NA
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_1","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_2","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_3","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_4","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_5","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_1","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_2","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_3","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_4","disk",FALSE,NA
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_5","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_1","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_2","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_3","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_4","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_5","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_1","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_2","cpu",FALSE,NA
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_3","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_4","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_5","cpu",FALSE,NA
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_1","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_2","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_3","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_4","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_5","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_1","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_2","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_3","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_4","disk",FALSE,NA
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_5","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_1","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_2","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_3","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_4","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_5","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_1","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_2","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_3","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_4","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_5","cpu",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_delay_1","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_delay_2","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_delay_3","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_delay_4","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_delay_5","delay",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_disk_1","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_disk_2","disk",FALSE,NA
"RE1-SS","Isolation Forest","RE1-SS_user_disk_3","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_disk_4","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_disk_5","disk",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_mem_1","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_mem_2","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_mem_3","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_mem_4","mem",FALSE,"W2"
"RE1-SS","Isolation Forest","RE1-SS_user_mem_5","mem",FALSE,"W2"
"RE1-SS","OC-SVM","RE1-SS_carts_cpu_1","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_cpu_2","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_cpu_3","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_cpu_4","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_cpu_5","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_delay_1","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_delay_2","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_delay_3","delay",FALSE,"W2"
"RE1-SS","OC-SVM","RE1-SS_carts_delay_4","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_delay_5","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_disk_1","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_disk_2","disk",FALSE,"W2"
"RE1-SS","OC-SVM","RE1-SS_carts_disk_3","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_disk_4","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_disk_5","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_mem_1","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_mem_2","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_mem_3","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_mem_4","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_carts_mem_5","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_1","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_2","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_3","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_4","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_5","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_1","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_2","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_3","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_4","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_5","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_1","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_2","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_3","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_4","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_5","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_1","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_2","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_3","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_4","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_5","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_1","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_2","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_3","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_4","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_5","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_delay_1","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_delay_2","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_delay_3","delay",FALSE,"W2"
"RE1-SS","OC-SVM","RE1-SS_orders_delay_4","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_delay_5","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_disk_1","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_disk_2","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_disk_3","disk",FALSE,"W2"
"RE1-SS","OC-SVM","RE1-SS_orders_disk_4","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_disk_5","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_mem_1","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_mem_2","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_mem_3","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_mem_4","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_orders_mem_5","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_1","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_2","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_3","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_4","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_5","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_delay_1","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_delay_2","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_delay_3","delay",FALSE,"W2"
"RE1-SS","OC-SVM","RE1-SS_payment_delay_4","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_delay_5","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_disk_1","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_disk_2","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_disk_3","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_disk_4","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_disk_5","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_mem_1","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_mem_2","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_mem_3","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_mem_4","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_payment_mem_5","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_cpu_1","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_cpu_2","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_cpu_3","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_cpu_4","cpu",FALSE,"W2"
"RE1-SS","OC-SVM","RE1-SS_user_cpu_5","cpu",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_delay_1","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_delay_2","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_delay_3","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_delay_4","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_delay_5","delay",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_disk_1","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_disk_2","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_disk_3","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_disk_4","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_disk_5","disk",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_mem_1","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_mem_2","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_mem_3","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_mem_4","mem",FALSE,NA
"RE1-SS","OC-SVM","RE1-SS_user_mem_5","mem",FALSE,NA
"RE1-SS","PCA","RE1-SS_carts_cpu_1","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_cpu_2","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_cpu_3","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_cpu_4","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_cpu_5","cpu",FALSE,NA
"RE1-SS","PCA","RE1-SS_carts_delay_1","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_delay_2","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_delay_3","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_delay_4","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_delay_5","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_disk_1","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_disk_2","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_disk_3","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_disk_4","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_disk_5","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_mem_1","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_mem_2","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_mem_3","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_mem_4","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_carts_mem_5","mem",FALSE,NA
"RE1-SS","PCA","RE1-SS_catalogue_cpu_1","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_cpu_2","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_cpu_3","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_cpu_4","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_cpu_5","cpu",FALSE,NA
"RE1-SS","PCA","RE1-SS_catalogue_delay_1","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_delay_2","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_delay_3","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_delay_4","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_delay_5","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_disk_1","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_disk_2","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_disk_3","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_disk_4","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_disk_5","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_mem_1","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_mem_2","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_mem_3","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_mem_4","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_catalogue_mem_5","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_cpu_1","cpu",FALSE,NA
"RE1-SS","PCA","RE1-SS_orders_cpu_2","cpu",FALSE,NA
"RE1-SS","PCA","RE1-SS_orders_cpu_3","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_cpu_4","cpu",FALSE,NA
"RE1-SS","PCA","RE1-SS_orders_cpu_5","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_delay_1","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_delay_2","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_delay_3","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_delay_4","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_delay_5","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_disk_1","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_disk_2","disk",FALSE,NA
"RE1-SS","PCA","RE1-SS_orders_disk_3","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_disk_4","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_disk_5","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_mem_1","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_mem_2","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_mem_3","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_mem_4","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_orders_mem_5","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_cpu_1","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_cpu_2","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_cpu_3","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_cpu_4","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_cpu_5","cpu",FALSE,NA
"RE1-SS","PCA","RE1-SS_payment_delay_1","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_delay_2","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_delay_3","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_delay_4","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_delay_5","delay",FALSE,NA
"RE1-SS","PCA","RE1-SS_payment_disk_1","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_disk_2","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_disk_3","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_disk_4","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_disk_5","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_mem_1","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_mem_2","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_mem_3","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_mem_4","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_payment_mem_5","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_cpu_1","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_cpu_2","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_cpu_3","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_cpu_4","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_cpu_5","cpu",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_delay_1","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_delay_2","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_delay_3","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_delay_4","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_delay_5","delay",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_disk_1","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_disk_2","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_disk_3","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_disk_4","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_disk_5","disk",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_mem_1","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_mem_2","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_mem_3","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_mem_4","mem",FALSE,"W2"
"RE1-SS","PCA","RE1-SS_user_mem_5","mem",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_cpu_1","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_cpu_2","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_cpu_3","cpu",FALSE,"W3"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_cpu_4","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_cpu_5","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_delay_1","delay",FALSE,"W3"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_delay_2","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_delay_3","delay",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_delay_4","delay",FALSE,"W3"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_delay_5","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_disk_1","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_disk_2","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_disk_3","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_disk_4","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_disk_5","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_1","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_2","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_3","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_4","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_5","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_1","cpu",FALSE,"W3"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_2","cpu",FALSE,"W3"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_3","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_4","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_5","cpu",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_1","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_2","delay",FALSE,"W3"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_3","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_4","delay",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_5","delay",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_1","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_2","disk",FALSE,"W2"
